회차,판매점ID,번호,판매점명,등수,자동수동,지역,주소,전화번호,취급복권,위도,경도,복권종류
41,71162690,9,행운로또복권판매점,2등,,,서울특별시 구로구 고척로 123-2 (개봉동) 1층,0220660645,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.502306,126.847993,pension
41,71162690,8,행운로또복권판매점,2등,,,서울특별시 구로구 고척로 123-2 (개봉동) 1층,0220660645,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.502306,126.847993,pension
41,71162690,7,행운로또복권판매점,2등,,,서울특별시 구로구 고척로 123-2 (개봉동) 1층,0220660645,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.502306,126.847993,pension
41,71162690,6,행운로또복권판매점,2등,,,서울특별시 구로구 고척로 123-2 (개봉동) 1층,0220660645,"연금복권720+, 스피또2000, 스피또1000, 스피또500",37.502306,126.847993,pension
41,001160,5,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
41,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
41,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
41,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
41,001160,1,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
42,74660556,16,알리바이(나주점),보너스,,전라남도,전남 나주시 나주로 142 1층,0613347179,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.03133,126.717158,pension
42,74660556,15,알리바이(나주점),보너스,,,전남 나주시 나주로 142 1층,0613347179,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.03133,126.717158,pension
42,74660556,14,알리바이(나주점),보너스,,,전남 나주시 나주로 142 1층,0613347179,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.03133,126.717158,pension
42,74660556,13,알리바이(나주점),보너스,,,전남 나주시 나주로 142 1층,0613347179,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.03133,126.717158,pension
42,74660556,12,알리바이(나주점),보너스,,,전남 나주시 나주로 142 1층,0613347179,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",35.03133,126.717158,pension
42,72861124,11,충남상회,2등,,인천광역시,인천광역시 미추홀구  석정로 78 (숭의동) 10호,0327665287,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.4665,126.644347,pension
42,72861124,10,충남상회,2등,,,인천광역시 미추홀구  석정로 78 (숭의동) 10호,0327665287,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.4665,126.644347,pension
42,72861124,9,충남상회,2등,,,인천광역시 미추홀구  석정로 78 (숭의동) 10호,0327665287,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.4665,126.644347,pension
42,72861124,8,충남상회,2등,,,인천광역시 미추홀구  석정로 78 (숭의동) 10호,0327665287,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.4665,126.644347,pension
42,72861124,7,충남상회,1등,,,인천광역시 미추홀구  석정로 78 (숭의동) 10호,0327665287,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.4665,126.644347,pension
42,001160,6,인터넷 복권판매사이트,1등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
42,001160,5,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
42,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
42,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
42,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
42,001160,1,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
43,71163862,15,행운미니슈퍼,보너스,,서울특별시,"서울특별시 금천구 독산로44길 61 (시흥동, 하이빌) 하이빌",028933757,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.461897,126.907929,pension
43,71163862,14,행운미니슈퍼,보너스,,,"서울특별시 금천구 독산로44길 61 (시흥동, 하이빌) 하이빌",028933757,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.461897,126.907929,pension
43,71163862,13,행운미니슈퍼,보너스,,,"서울특별시 금천구 독산로44길 61 (시흥동, 하이빌) 하이빌",028933757,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.461897,126.907929,pension
43,71163862,12,행운미니슈퍼,보너스,,,"서울특별시 금천구 독산로44길 61 (시흥동, 하이빌) 하이빌",028933757,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.461897,126.907929,pension
43,71163862,11,행운미니슈퍼,보너스,,,"서울특별시 금천구 독산로44길 61 (시흥동, 하이빌) 하이빌",028933757,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.461897,126.907929,pension
43,71160906,10,노다지노원역점복권방,2등,,,서울특별시 노원구 상계로 78 (상계동) 1층,029378686,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.656228,127.063749,pension
43,71160906,9,노다지노원역점복권방,2등,,,서울특별시 노원구 상계로 78 (상계동) 1층,029378686,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.656228,127.063749,pension
43,71160906,8,노다지노원역점복권방,2등,,,서울특별시 노원구 상계로 78 (상계동) 1층,029378686,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.656228,127.063749,pension
43,71160906,7,노다지노원역점복권방,1등,,,서울특별시 노원구 상계로 78 (상계동) 1층,029378686,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.656228,127.063749,pension
43,71160906,6,노다지노원역점복권방,2등,,,서울특별시 노원구 상계로 78 (상계동) 1층,029378686,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.656228,127.063749,pension
43,001160,5,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
43,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
43,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
43,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
43,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
44,74360607,10,복권나라,보너스,,충청북도,충북 진천군 중앙북로 8 1층,,"연금복권720+, 스피또2000, 스피또1000",36.859266,127.437848,pension
44,74360607,9,복권나라,보너스,,,충북 진천군 중앙북로 8 1층,,"연금복권720+, 스피또2000, 스피또1000",36.859266,127.437848,pension
44,74360607,8,복권나라,보너스,,,충북 진천군 중앙북로 8 1층,,"연금복권720+, 스피또2000, 스피또1000",36.859266,127.437848,pension
44,74360607,7,복권나라,보너스,,,충북 진천군 중앙북로 8 1층,,"연금복권720+, 스피또2000, 스피또1000",36.859266,127.437848,pension
44,74360607,6,복권나라,보너스,,,충북 진천군 중앙북로 8 1층,,"연금복권720+, 스피또2000, 스피또1000",36.859266,127.437848,pension
44,001160,5,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
44,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
44,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
44,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
44,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
45,74560349,7,대명복권방,2등,,전라북도,전북 전주시 호성1길 12,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.856048,127.155038,pension
45,74560349,6,대명복권방,2등,,,전북 전주시 호성1길 12,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.856048,127.155038,pension
45,74560349,5,대명복권방,2등,,,전북 전주시 호성1길 12,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.856048,127.155038,pension
45,74560349,4,대명복권방,1등,,,전북 전주시 호성1길 12,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.856048,127.155038,pension
45,74560349,3,대명복권방,2등,,,전북 전주시 호성1길 12,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.856048,127.155038,pension
45,001160,2,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
45,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
46,74360046,10,월드마트,보너스,,충청북도,충청북도 청주시 흥덕구 장구봉로129번길 1 (복대동) 1층,0432744578,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.624796,127.4477,pension
46,74360046,9,월드마트,보너스,,,충청북도 청주시 흥덕구 장구봉로129번길 1 (복대동) 1층,0432744578,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.624796,127.4477,pension
46,74360046,8,월드마트,보너스,,,충청북도 청주시 흥덕구 장구봉로129번길 1 (복대동) 1층,0432744578,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.624796,127.4477,pension
46,74360046,7,월드마트,보너스,,,충청북도 청주시 흥덕구 장구봉로129번길 1 (복대동) 1층,0432744578,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.624796,127.4477,pension
46,74360046,6,월드마트,보너스,,,충청북도 청주시 흥덕구 장구봉로129번길 1 (복대동) 1층,0432744578,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",36.624796,127.4477,pension
46,001160,5,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
46,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
46,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
46,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
46,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
47,74162298,13,서해로또방,보너스,,경기도,경기도 화성시 남양읍 화성로 1471 (북양리) 1층,07042748801,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.223208,126.842334,pension
47,74162298,12,서해로또방,보너스,,,경기도 화성시 남양읍 화성로 1471 (북양리) 1층,07042748801,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.223208,126.842334,pension
47,74162298,11,서해로또방,보너스,,,경기도 화성시 남양읍 화성로 1471 (북양리) 1층,07042748801,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.223208,126.842334,pension
47,74162298,10,서해로또방,보너스,,,경기도 화성시 남양읍 화성로 1471 (북양리) 1층,07042748801,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.223208,126.842334,pension
47,74162298,9,서해로또방,보너스,,,경기도 화성시 남양읍 화성로 1471 (북양리) 1층,07042748801,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.223208,126.842334,pension
47,72660376,8,하프타임과정로,2등,,부산광역시,부산광역시 수영구 과정로 42 (망미동) 1층,0517514940,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.175164,129.107735,pension
47,72660376,7,하프타임과정로,1등,,,부산광역시 수영구 과정로 42 (망미동) 1층,0517514940,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.175164,129.107735,pension
47,72660376,6,하프타임과정로,2등,,,부산광역시 수영구 과정로 42 (망미동) 1층,0517514940,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.175164,129.107735,pension
47,72660376,5,하프타임과정로,2등,,,부산광역시 수영구 과정로 42 (망미동) 1층,0517514940,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.175164,129.107735,pension
47,72660376,4,하프타임과정로,2등,,,부산광역시 수영구 과정로 42 (망미동) 1층,0517514940,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.175164,129.107735,pension
47,001160,3,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
47,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
47,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
48,74168107,15,SE화성봉담수기점,2등,,경기도,경기도 화성시 봉담읍 세자로 358 (수기리) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.197539,126.983573,pension
48,74168107,14,SE화성봉담수기점,2등,,,경기도 화성시 봉담읍 세자로 358 (수기리) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.197539,126.983573,pension
48,74168107,13,SE화성봉담수기점,1등,,,경기도 화성시 봉담읍 세자로 358 (수기리) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.197539,126.983573,pension
48,74168107,12,SE화성봉담수기점,2등,,,경기도 화성시 봉담읍 세자로 358 (수기리) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.197539,126.983573,pension
48,74168107,11,SE화성봉담수기점,2등,,,경기도 화성시 봉담읍 세자로 358 (수기리) 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.197539,126.983573,pension
48,74163723,10,버스가판대(태평양),보너스,,,경기도 성남시 중원구 성남대로 1144 (성남동) 가판대,0317137740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.431848,127.129574,pension
48,74163723,9,버스가판대(태평양),보너스,,,경기도 성남시 중원구 성남대로 1144 (성남동) 가판대,0317137740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.431848,127.129574,pension
48,74163723,8,버스가판대(태평양),보너스,,,경기도 성남시 중원구 성남대로 1144 (성남동) 가판대,0317137740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.431848,127.129574,pension
48,74163723,7,버스가판대(태평양),보너스,,,경기도 성남시 중원구 성남대로 1144 (성남동) 가판대,0317137740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.431848,127.129574,pension
48,74163723,6,버스가판대(태평양),보너스,,,경기도 성남시 중원구 성남대로 1144 (성남동) 가판대,0317137740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",37.431848,127.129574,pension
48,001160,5,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
48,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
48,001160,3,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
48,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
48,001160,1,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
49,72662182,15,럭키,2등,,부산광역시,부산 북구 시랑로 138 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.195467,129.01041,pension
49,72662182,14,럭키,2등,,,부산 북구 시랑로 138 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.195467,129.01041,pension
49,72662182,13,럭키,2등,,,부산 북구 시랑로 138 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.195467,129.01041,pension
49,72662182,12,럭키,2등,,,부산 북구 시랑로 138 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.195467,129.01041,pension
49,72662182,11,럭키,1등,,,부산 북구 시랑로 138 1층,,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.195467,129.01041,pension
49,72661059,10,부일카서비스,보너스,,,부산광역시 동구 자성로133번길 35 1층,0516427740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.140057,129.063044,pension
49,72661059,9,부일카서비스,보너스,,,부산광역시 동구 자성로133번길 35 1층,0516427740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.140057,129.063044,pension
49,72661059,8,부일카서비스,보너스,,,부산광역시 동구 자성로133번길 35 1층,0516427740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.140057,129.063044,pension
49,72661059,7,부일카서비스,보너스,,,부산광역시 동구 자성로133번길 35 1층,0516427740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.140057,129.063044,pension
49,72661059,6,부일카서비스,보너스,,,부산광역시 동구 자성로133번길 35 1층,0516427740,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",35.140057,129.063044,pension
49,001160,5,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
49,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
49,001160,3,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
49,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
49,001160,1,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
50,001160,5,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
50,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
50,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
50,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
50,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
51,74162826,8,그린캐슬,2등,,경기도,"경기도 안산시 상록구 항가울로 23 (사동) 102호,103호",0314052389,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.283987,126.847129,pension
51,74162826,7,그린캐슬,2등,,,"경기도 안산시 상록구 항가울로 23 (사동) 102호,103호",0314052389,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",37.283987,126.847129,pension
51,001160,6,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
51,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
51,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
51,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
51,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
51,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,10,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,9,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,8,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,7,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,6,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,5,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,3,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
52,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
53,74760128,11,A&T마트,2등,,경상북도,경북 안동시 경동로 130 터미널 안 1층,0548590886,"연금복권720+, 스피또2000, 스피또1000",36.574423,128.675888,pension
53,74760128,10,A&T마트,1등,,,경북 안동시 경동로 130 터미널 안 1층,0548590886,"연금복권720+, 스피또2000, 스피또1000",36.574423,128.675888,pension
53,74760128,9,A&T마트,2등,,,경북 안동시 경동로 130 터미널 안 1층,0548590886,"연금복권720+, 스피또2000, 스피또1000",36.574423,128.675888,pension
53,74760128,8,A&T마트,2등,,,경북 안동시 경동로 130 터미널 안 1층,0548590886,"연금복권720+, 스피또2000, 스피또1000",36.574423,128.675888,pension
53,74760128,7,A&T마트,2등,,,경북 안동시 경동로 130 터미널 안 1층,0548590886,"연금복권720+, 스피또2000, 스피또1000",36.574423,128.675888,pension
53,74164108,6,복권방,보너스,,경기도,경기 평택시 평택로 154 1층,0316564933,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.99933,127.07971,pension
53,74164108,5,복권방,보너스,,,경기 평택시 평택로 154 1층,0316564933,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.99933,127.07971,pension
53,74164108,4,복권방,보너스,,,경기 평택시 평택로 154 1층,0316564933,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.99933,127.07971,pension
53,74164108,3,복권방,보너스,,,경기 평택시 평택로 154 1층,0316564933,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.99933,127.07971,pension
53,74164108,2,복권방,보너스,,,경기 평택시 평택로 154 1층,0316564933,"로또6/45, 연금복권720+, 스피또2000, 스피또1000",36.99933,127.07971,pension
53,001160,1,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
54,001160,6,인터넷 복권판매사이트,보너스,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
54,001160,5,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
54,001160,4,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
54,001160,3,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
54,001160,2,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
54,001160,1,인터넷 복권판매사이트,보너스,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
55,001160,1,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
56,001160,5,인터넷 복권판매사이트,2등,,인터넷,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
56,001160,4,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
56,001160,3,인터넷 복권판매사이트,1등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
56,001160,2,인터넷 복권판매사이트,2등,,,동행복권(dhlottery.co.kr),0215886450,"로또6/45, 연금복권720+, 스피또2000, 스피또1000, 스피또500",,,pension
